family,Category,rating,id,weights,styles,connotations,character,available_fonts
Poller One,display,671,poller-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,PollerOne
Aref Ruqaa,serif,672,aref-ruqaa,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"ArefRuqaa-Regular,ArefRuqaaInk-Regular,ArefRuqaa-Bold,ArefRuqaaInk-Bold"
Meera Inimai,sans-serif,673,meera-inimai,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,MeeraInimai-Regular
Big Shoulders Text,display,674,big-shoulders-text,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BigShouldersText
Chelsea Market,display,675,chelsea-market,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,ChelseaMarket-Regular
Sue Ellen Francisco,handwriting,676,sue-ellen-francisco,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,SueEllenFrancisco-Regular
Besley,serif,677,besley,"400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Besley,Besley-Italic"
Shippori Mincho B1,serif,678,shippori-mincho-b1,"400,500,600,700,800",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"ShipporiMinchoB1-Bold,ShipporiMinchoB1-Medium,ShipporiMinchoB1-SemiBold,ShipporiMinchoB1-Regular,ShipporiMinchoB1-ExtraBold"
Gravitas One,display,679,gravitas-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,GravitasOne
Battambang,display,680,battambang,"100,300,400,700,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Battambang-Black,Battambang-Thin,Battambang-Bold,Battambang-Regular,Battambang-Light"
Vesper Libre,serif,681,vesper-libre,"400,500,700,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"VesperLibre-Regular,VesperLibre-Medium,VesperLibre-Heavy,VesperLibre-Bold"
Hahmlet,serif,682,hahmlet,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Hahmlet
Fredoka,sans-serif,683,fredoka,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Fredoka,FredokaOne-Regular"
Geo,sans-serif,684,geo,400,"['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansGeorgian,GeostarFill-Regular,Geo-Regular,Geostar-Regular,NotoSerifGeorgian,Geo-Oblique,Georama,MergeOne-Regular,Georama-Italic"
Rouge Script,handwriting,685,rouge-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,RougeScript-Regular
Prosto One,display,686,prosto-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,ProstoOne-Regular
Duru Sans,sans-serif,687,duru-sans,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,DuruSans-Regular
Over the Rainbow,handwriting,688,over-the-rainbow,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,OvertheRainbow
Esteban,serif,689,esteban,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Esteban-Regular
Alike Angular,serif,690,alike-angular,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,AlikeAngular-Regular
Noto Serif Khojki,serif,691,noto-serif-khojki,"400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifKhojki
Dela Gothic One,display,692,dela-gothic-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,DelaGothicOne-Regular
Nerko One,handwriting,693,nerko-one,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,NerkoOne-Regular
Flamenco,display,694,flamenco,"300,400",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Flamenco-Light,Flamenco-Regular"
Kufam,sans-serif,695,kufam,"400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Kufam-Italic,Kufam"
Poly,serif,696,poly,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Poly-Italic,Poly-Regular"
Mr De Haviland,handwriting,697,mr-de-haviland,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,MrDeHaviland-Regular
Lexend Zetta,sans-serif,698,lexend-zetta,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,LexendZetta
Carme,sans-serif,699,carme,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Carme-Regular
DotGothic16,sans-serif,700,dotgothic16,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,DotGothic16-Regular
Noto Serif Devanagari,serif,701,noto-serif-devanagari,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifDevanagari
Encode Sans Expanded,sans-serif,702,encode-sans-expanded,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"EncodeSansExpanded-ExtraLight,EncodeSansExpanded-SemiBold,EncodeSansExpanded-Black,EncodeSansExpanded-Regular,EncodeSansExpanded-Medium,EncodeSansExpanded-ExtraBold,EncodeSansExpanded-Light,EncodeSansExpanded-Thin,EncodeSansExpanded-Bold"
Meddon,handwriting,703,meddon,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Meddon
Antic Didone,serif,704,antic-didone,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,AnticDidone-Regular
Slackey,display,705,slackey,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Slackey-Regular
Lekton,sans-serif,706,lekton,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Lekton-Italic,Lekton-Regular,Lekton-Bold"
Buenard,serif,707,buenard,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Buenard-Bold,Buenard-Regular"
Happy Monkey,display,708,happy-monkey,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,HappyMonkey-Regular
Convergence,sans-serif,709,convergence,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Convergence-Regular
Allison,handwriting,710,allison,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Allison-Regular
Mako,sans-serif,711,mako,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Mako-Regular
Aguafina Script,handwriting,712,aguafina-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,AguafinaScript-Regular
Asul,sans-serif,713,asul,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Asul-Regular,Asul-Bold"
Silkscreen,display,714,silkscreen,"400,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Silkscreen-Regular,Silkscreen-Bold"
Notable,sans-serif,715,notable,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Notable-Regular
Expletus Sans,display,716,expletus-sans,"400,500,600,700","['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"ExpletusSans-Italic,ExpletusSans"
RocknRoll One,sans-serif,717,rocknroll-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,RocknRollOne-Regular
Share Tech,sans-serif,718,share-tech,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"ShareTechMono-Regular,ShareTech-Regular"
Original Surfer,display,719,original-surfer,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,OriginalSurfer-Regular
Arya,sans-serif,720,arya,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Arya-Regular,Arya-Bold"
Noto Sans Sinhala,sans-serif,721,noto-sans-sinhala,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansSinhala,NotoSansSinhalaUI"
Emilys Candy,display,722,emilys-candy,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,EmilysCandy-Regular
Ruslan Display,display,723,ruslan-display,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RuslanDisplay
Pavanam,sans-serif,724,pavanam,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Pavanam-Regular
Syne Mono,monospace,725,syne-mono,400,['normal'],"technical, precise, retro, futuristic, minimal, structured",character5,SyneMono-Regular
Oregano,display,726,oregano,400,"['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Oregano-Italic,Oregano-Regular"
Tenali Ramakrishna,sans-serif,727,tenali-ramakrishna,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,TenaliRamakrishna-Regular
Cambo,serif,729,cambo,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Cambo-Regular
Dokdo,handwriting,730,dokdo,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"Dokdo-Regular,EastSeaDokdo-Regular"
Amarante,display,731,amarante,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Amarante-Regular
Supermercado One,display,732,supermercado-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SupermercadoOne-Regular
B612 Mono,monospace,733,b612-mono,"400,700","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"B612Mono-Bold,B612Mono-Italic,B612Mono-BoldItalic,B612Mono-Regular"
Azeret Mono,monospace,734,azeret-mono,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"AzeretMono-Italic,AzeretMono"
Zen Kurenaido,sans-serif,735,zen-kurenaido,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ZenKurenaido-Regular
Solway,serif,736,solway,"300,400,500,700,800",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Solway-ExtraBold,Solway-Medium,Solway-Regular,Solway-Light,Solway-Bold"
Baumans,display,737,baumans,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Baumans-Regular
Numans,sans-serif,738,numans,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Numans-Regular
Ledger,serif,739,ledger,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Ledger-Regular
Charmonman,handwriting,740,charmonman,"400,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"Charmonman-Regular,Charmonman-Bold"
Scope One,serif,741,scope-one,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,ScopeOne-Regular
Oooh Baby,handwriting,742,oooh-baby,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,OoohBaby-Regular
BhuTuka Expanded One,display,743,bhutuka-expanded-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BhuTukaExpandedOne-Regular
Shojumaru,display,744,shojumaru,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Shojumaru-Regular
Eater,display,745,eater,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Eater-Regular
Goblin One,display,746,goblin-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,GoblinOne
Baloo Bhai 2,display,747,baloo-bhai-2,"400,500,600,700,800",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BalooBhai2
Noto Sans Zanabazar Square,sans-serif,748,noto-sans-zanabazar-square,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansZanabazarSquare-Regular
Kaisei Decol,serif,749,kaisei-decol,"400,500,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"KaiseiDecol-Regular,KaiseiDecol-Medium,KaiseiDecol-Bold"
Doppio One,sans-serif,750,doppio-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,DoppioOne-Regular
Baloo Chettan 2,display,751,baloo-chettan-2,"400,500,600,700,800",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BalooChettan2
Port Lligat Slab,serif,752,port-lligat-slab,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,PortLligatSlab-Regular
Jomhuria,display,753,jomhuria,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Jomhuria-Regular
