family,Category,rating,id,weights,styles,connotations,character,available_fonts,fam_lower,year,description,keywords,designer
Noto Sans Palmyrene,sans-serif,1426,noto-sans-palmyrene,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansPalmyrene-Regular,notosanspalmyrene,2018.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Palmyrene is an unmodulated (“sans serif”) design for
  texts in the historical Middle Eastern Palmyrene script. It has 57
  glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Old Turkic,sans-serif,1427,noto-sans-old-turkic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOldTurkic-Regular,notosansoldturkic,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Old Turkic is an unmodulated (“sans serif”) design for
  texts in the historical Central Asian
  Orkhon runic (Old Turkic) script. It has 78 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Grantha,sans-serif,1428,noto-sans-grantha,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansGrantha-Regular,notosansgrantha,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Grantha is an unmodulated (“sans serif”) design for texts
  in the Indic Grantha script. It has 478 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Grantha,serif,1429,noto-serif-grantha,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifGrantha-Regular,notoserifgrantha,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Grantha is a modulated (“serif”) design for texts in the
  Indic Grantha script. It has 479 glyphs.

","{'global', 'modern'}",['Google']
Noto Sans Cuneiform,sans-serif,1430,noto-sans-cuneiform,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCuneiform-Regular,notosanscuneiform,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Cuneiform is an unmodulated (“sans serif”) design for
  texts in the historical Middle Eastern
  Sumero-Akkadian cuneiform script. It has 1,239 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Psalter Pahlavi,sans-serif,1431,noto-sans-psalter-pahlavi,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansPsalterPahlavi-Regular,notosanspsalterpahlavi,2018.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Psalter Pahlavi is an unmodulated (“sans serif”) design
  for texts in the historical Middle Eastern Psalter Pahlavi script. It
  has 98 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Tamil Supplement,sans-serif,1432,noto-sans-tamil-supplement,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTamilSupplement-Regular,notosanstamilsupplement,2019.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Tamil Supplement is an unmodulated (“sans serif”) design
  in the Supplement variant for texts in the Indic Tamil script. It has
  54 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Marchen,sans-serif,1433,noto-sans-marchen,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMarchen-Regular,notosansmarchen,2020.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Marchen is an unmodulated (“sans serif”) design for texts
  in the historical Indic Marchen script. It has 748 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Lisu,sans-serif,1434,noto-sans-lisu,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansLisu,notosanslisu,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Lisu is an unmodulated (“sans serif”) design for texts in
  the East Asian Fraser script. It has multiple weights and 59 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Tai Tham,sans-serif,1435,noto-sans-tai-tham,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTaiTham,notosanstaitham,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Tai Tham is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Lanna (Tai Tham) script. It has multiple
  weights and 799 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Runic,sans-serif,1436,noto-sans-runic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansRunic-Regular,notosansrunic,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Runic is an unmodulated (“sans serif”) design for texts
  in the historical European Runic script. It has 94 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Dogra,serif,1437,noto-serif-dogra,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifDogra-Regular,notoserifdogra,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Dogra is a modulated (“serif”) design for texts in the
  historical Indic Dogra script. It has 143 glyphs.

","{'historical', 'global', 'modern'}",['Google']
Noto Sans New Tai Lue,sans-serif,1438,noto-sans-new-tai-lue,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansNewTaiLue,notosansnewtailue,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans New Tai Lue is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian New Tai Lue script. It has 95 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Batak,sans-serif,1439,noto-sans-batak,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBatak-Regular,notosansbatak,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Batak is an unmodulated (“sans serif”) design for texts
  in the Southeast Asian Batak script. It has 66 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Yezidi,serif,1440,noto-serif-yezidi,"400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifYezidi,notoserifyezidi,2020.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Yezidi is a modulated (“serif”) design for texts in the
  Middle Eastern Yezidi script. It has multiple weights and 56 glyphs.

","{'global', 'modern'}",['Google']
Noto Sans Cypriot,sans-serif,1441,noto-sans-cypriot,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCypriot-Regular,notosanscypriot,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Cypriot is an unmodulated (“sans serif”) design for texts
  in the historical European Cypriot script. It has 60 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Sharada,sans-serif,1442,noto-sans-sharada,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSharada-Regular,notosanssharada,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Sharada is an unmodulated (“sans serif”) design for texts
  in the Indic Sharada script. It has 239 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Pahawh Hmong,sans-serif,1443,noto-sans-pahawh-hmong,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansPahawhHmong-Regular,notosanspahawhhmong,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Pahawh Hmong is an unmodulated (“sans serif”) design for
  texts in the East Asian Pahawh Hmong script. It has 135 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Wancho,sans-serif,1444,noto-sans-wancho,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansWancho-Regular,notosanswancho,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Wancho is an unmodulated (“sans serif”) design for texts
  in the Indic Wancho script. It has 95 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Hanifi Rohingya,sans-serif,1445,noto-sans-hanifi-rohingya,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansHanifiRohingya,notosanshanifirohingya,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Hanifi Rohingya is an unmodulated (“sans serif”) design
  for texts in the Southeast Asian Hanifi Rohingya script. It has
  multiple weights and 179 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Old North Arabian,sans-serif,1446,noto-sans-old-north-arabian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOldNorthArabian-Regular,notosansoldnortharabian,2018.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Old North Arabian is an unmodulated (“sans serif”) design
  for texts in the historical Middle Eastern Old North Arabian script.
  It has 37 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Siddham,sans-serif,1447,noto-sans-siddham,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSiddham-Regular,notosanssiddham,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Siddham is an unmodulated (“sans serif”) design for texts
  in the historical Indic Siddham script. It has 505 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Inscriptional Parthian,sans-serif,1448,noto-sans-inscriptional-parthian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansInscriptionalParthian-Regular,notosansinscriptionalparthian,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Inscriptional Parthian is an unmodulated (“sans serif”)
  design for texts in the historical Middle Eastern
  Inscriptional Parthian script. It has 46 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Inscriptional Pahlavi,sans-serif,1449,noto-sans-inscriptional-pahlavi,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansInscriptionalPahlavi-Regular,notosansinscriptionalpahlavi,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Inscriptional Pahlavi is an unmodulated (“sans serif”)
  design for texts in the historical Middle Eastern
  Inscriptional Pahlavi script. It has 35 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
